userId,dayKey,focusPrimary,focusSecondary,dailyLimitMinutes,bedTimeMinutes,wakeTimeMinutes,gentleNudgesEnabled,dailySummariesEnabled,achievementAlertsEnabled,limitWarningsEnabled,sessionCount,totalScreenMinutes,socialMinutes,productivityMinutes,pickups,unlocks,lateNightMinutes,sevenDayAvgScreenMinutes,yesterdayScore,overLimitMinutes,score,riskLevel,overLimitAppsCount,topExceededMinutes,sendLimitWarning,sendSleepNudge,sendAnyBehaviorNotification,behaviorNotificationCount,dominantNotificationType
1,2025-10-25,Social Media,Productivity,300,1380,360,1,1,1,1,11,184,103,3,52,34,90,253.29,92,0,86,low,1,30,0,1,1,1,sleep
1,2025-10-26,Social Media,Productivity,300,1380,360,1,1,1,1,15,191,24,17,36,18,0,249.14,86,0,96,low,0,0,0,0,0,0,none
1,2025-10-27,Social Media,Productivity,300,1380,360,1,1,1,1,6,172,7,157,45,12,0,223.0,96,0,100,low,0,0,0,0,0,0,none
1,2025-10-28,Social Media,Productivity,300,1380,360,1,1,1,1,15,241,108,72,59,44,90,229.0,100,0,85,low,1,30,0,1,1,1,sleep
1,2025-10-29,Social Media,Productivity,300,1380,360,1,1,1,1,13,236,40,138,59,55,16,222.43,85,0,97,low,0,0,0,0,0,0,none
1,2025-10-30,Social Media,Productivity,300,1380,360,1,1,1,1,10,161,118,16,64,36,3,216.71,97,0,94,low,1,30,0,0,0,0,none
1,2025-10-31,Social Media,Productivity,300,1380,360,1,1,1,1,20,194,34,12,35,23,0,197.0,94,0,96,low,0,0,0,0,0,0,none
1,2025-11-01,Social Media,Productivity,300,1380,360,1,1,1,1,10,175,140,3,73,68,97,195.71,96,0,83,low,1,45,0,1,1,1,sleep
1,2025-11-02,Social Media,Productivity,300,1380,360,1,1,1,1,20,270,96,3,16,12,55,207.0,83,0,92,low,1,30,0,1,1,1,sleep
1,2025-11-03,Social Media,Productivity,300,1380,360,1,1,1,1,16,267,6,139,63,57,33,220.57,92,0,96,low,0,0,0,1,1,1,sleep
1,2025-11-04,Social Media,Productivity,300,1380,360,1,1,1,1,21,279,49,82,42,6,0,226.0,96,0,100,low,0,0,0,0,0,0,none
1,2025-11-05,Social Media,Productivity,300,1380,360,1,1,1,1,16,188,34,3,37,32,11,219.14,100,0,95,low,0,0,0,0,0,0,none
1,2025-11-06,Social Media,Productivity,300,1380,360,1,1,1,1,14,199,49,110,49,30,3,224.57,95,0,100,low,0,0,0,0,0,0,none
1,2025-11-07,Social Media,Productivity,300,1380,360,1,1,1,1,11,192,70,108,15,29,99,224.29,100,0,93,low,0,0,0,1,1,1,sleep
1,2025-11-08,Social Media,Productivity,300,1380,360,1,1,1,1,11,217,16,95,27,9,20,230.29,93,0,100,low,0,0,0,0,0,0,none
1,2025-11-09,Social Media,Productivity,300,1380,360,1,1,1,1,14,225,38,10,55,40,43,223.86,100,0,90,low,0,0,0,1,1,1,sleep
1,2025-11-10,Social Media,Productivity,300,1380,360,1,1,1,1,18,203,35,37,33,18,147,214.71,90,0,87,low,0,0,0,1,1,1,sleep
1,2025-11-11,Social Media,Productivity,300,1380,360,1,1,1,1,18,226,6,22,46,23,0,207.14,87,0,100,low,0,0,0,0,0,0,none
1,2025-11-12,Social Media,Productivity,300,1380,360,1,1,1,1,15,242,92,57,68,61,20,214.86,100,0,91,low,0,0,0,0,0,0,none
1,2025-11-13,Social Media,Productivity,300,1380,360,1,1,1,1,19,214,63,23,47,37,31,217.0,91,0,92,low,0,0,0,1,1,1,sleep
1,2025-11-14,Social Media,Productivity,300,1380,360,1,1,1,1,9,157,19,94,38,28,110,212.0,92,0,90,low,0,0,0,1,1,1,sleep
1,2025-11-15,Social Media,Productivity,300,1380,360,1,1,1,1,19,265,91,120,72,42,64,218.86,90,0,92,low,0,0,0,1,1,1,sleep
1,2025-11-16,Social Media,Productivity,300,1380,360,1,1,1,1,16,268,76,47,47,36,11,225.0,92,0,94,low,0,0,0,0,0,0,none
1,2025-11-17,Social Media,Productivity,300,1380,360,1,1,1,1,20,339,107,6,71,67,58,244.43,94,39,81,medium,0,0,1,1,1,2,both
1,2025-11-18,Social Media,Productivity,300,1380,360,1,1,1,1,18,230,49,39,36,38,23,245.0,81,0,94,low,0,0,0,0,0,0,none
1,2025-11-19,Social Media,Productivity,300,1380,360,1,1,1,1,9,132,3,27,35,46,0,229.29,94,0,100,low,0,0,0,0,0,0,none
1,2025-11-20,Social Media,Productivity,300,1380,360,1,1,1,1,6,167,71,3,41,23,32,222.57,100,0,93,low,0,0,0,1,1,1,sleep
1,2025-11-21,Social Media,Productivity,300,1380,360,1,1,1,1,22,273,96,42,60,52,3,239.14,93,0,94,low,0,0,0,0,0,0,none
1,2025-11-22,Social Media,Productivity,300,1380,360,1,1,1,1,17,284,55,85,28,11,12,241.86,94,0,100,low,0,0,0,0,0,0,none
1,2025-11-23,Social Media,Productivity,300,1380,360,1,1,1,1,18,264,41,42,55,45,0,241.29,100,0,99,low,0,0,0,0,0,0,none
2,2025-09-01,Social Media,Sleep,180,0,540,1,1,1,1,12,173,121,31,68,37,96,173.0,83,0,83,low,1,30,0,1,1,1,sleep
2,2025-09-02,Social Media,Sleep,180,0,540,1,1,1,1,21,337,107,61,88,59,0,255.0,83,157,65,high,1,3,1,0,1,1,limit_warning
2,2025-09-03,Social Media,Sleep,180,0,540,1,1,1,1,8,156,0,6,64,66,6,222.0,65,0,98,low,0,0,0,0,0,0,none
2,2025-09-04,Social Media,Sleep,180,0,540,1,1,1,1,13,151,11,3,92,77,97,204.25,98,0,81,low,0,0,0,1,1,1,sleep
2,2025-09-05,Social Media,Sleep,180,0,540,1,1,1,1,4,115,90,0,123,124,3,186.4,81,0,88,low,1,30,0,0,0,0,none
2,2025-09-06,Social Media,Sleep,180,0,540,1,1,1,1,12,188,70,22,106,96,16,186.67,88,8,86,medium,0,0,0,0,0,0,none
2,2025-09-07,Social Media,Sleep,180,0,540,1,1,1,1,22,304,41,88,65,49,3,203.43,86,124,78,high,0,0,1,0,1,1,limit_warning
2,2025-09-08,Social Media,Sleep,180,0,540,1,1,1,1,11,252,149,41,29,29,0,214.71,78,72,85,high,1,30,1,0,1,1,limit_warning
2,2025-09-09,Social Media,Sleep,180,0,540,1,1,1,1,14,192,73,10,41,31,7,194.0,85,12,93,medium,0,0,0,0,0,0,none
2,2025-09-10,Social Media,Sleep,180,0,540,1,1,1,1,14,191,125,3,100,82,36,199.0,93,11,84,medium,1,37,0,1,1,1,sleep
2,2025-09-11,Social Media,Sleep,180,0,540,1,1,1,1,14,207,105,17,58,43,96,207.0,84,27,80,medium,1,30,1,1,1,2,both
2,2025-09-12,Social Media,Sleep,180,0,540,1,1,1,1,14,268,202,26,72,61,153,228.86,80,88,63,high,1,30,1,1,1,2,both
2,2025-09-13,Social Media,Sleep,180,0,540,1,1,1,1,14,230,21,30,57,59,15,234.86,63,50,89,medium,0,0,1,0,1,1,limit_warning
2,2025-09-14,Social Media,Sleep,180,0,540,1,1,1,1,17,230,26,0,89,66,23,224.29,89,50,81,medium,0,0,1,0,1,1,limit_warning
2,2025-09-15,Social Media,Sleep,180,0,540,1,1,1,1,9,172,32,17,60,51,26,212.86,81,0,91,low,0,0,0,0,0,0,none
2,2025-09-16,Social Media,Sleep,180,0,540,1,1,1,1,13,175,33,90,66,47,0,210.43,91,0,98,low,0,0,0,0,0,0,none
2,2025-09-17,Social Media,Sleep,180,0,540,1,1,1,1,13,223,63,117,69,55,49,215.0,98,43,86,medium,0,0,1,1,1,2,both
2,2025-09-18,Social Media,Sleep,180,0,540,1,1,1,1,14,167,35,90,64,40,10,209.29,86,0,98,low,0,0,0,0,0,0,none
2,2025-09-19,Social Media,Sleep,180,0,540,1,1,1,1,17,247,25,0,52,35,0,206.29,98,67,84,high,0,0,1,0,1,1,limit_warning
2,2025-09-20,Social Media,Sleep,180,0,540,1,1,1,1,19,257,53,0,80,60,0,210.14,84,77,79,high,0,0,1,0,1,1,limit_warning
2,2025-09-21,Social Media,Sleep,180,0,540,1,1,1,1,22,305,100,37,61,48,76,220.86,79,125,65,high,0,0,1,1,1,2,both
2,2025-09-22,Social Media,Sleep,180,0,540,1,1,1,1,11,192,11,50,60,54,14,223.71,65,12,96,medium,0,0,0,0,0,0,none
2,2025-09-23,Social Media,Sleep,180,0,540,1,1,1,1,17,204,123,15,59,67,26,227.86,96,24,87,medium,1,30,1,0,1,1,limit_warning
2,2025-09-24,Social Media,Sleep,180,0,540,1,1,1,1,14,241,3,58,74,30,0,230.43,87,61,88,high,0,0,1,0,1,1,limit_warning
2,2025-09-25,Social Media,Sleep,180,0,540,1,1,1,1,15,207,50,21,63,46,17,236.14,88,27,88,medium,0,0,1,0,1,1,limit_warning
2,2025-09-26,Social Media,Sleep,180,0,540,1,1,1,1,16,272,87,23,69,60,103,239.71,88,92,68,high,0,0,1,1,1,2,both
2,2025-09-27,Social Media,Sleep,180,0,540,1,1,1,1,14,175,28,3,73,45,0,228.0,68,0,93,low,0,0,0,0,0,0,none
2,2025-09-28,Social Media,Sleep,180,0,540,1,1,1,1,17,199,57,90,103,73,0,212.86,93,19,92,medium,0,0,1,0,1,1,limit_warning
2,2025-09-29,Social Media,Sleep,180,0,540,1,1,1,1,23,306,63,48,79,61,57,229.14,92,126,65,high,0,0,1,1,1,2,both
2,2025-09-30,Social Media,Sleep,180,0,540,1,1,1,1,22,271,109,11,45,37,86,238.71,65,91,72,high,0,0,1,1,1,2,both
2,2025-10-01,Social Media,Sleep,180,0,540,1,1,1,1,15,191,59,100,72,57,14,231.57,72,11,95,medium,0,0,0,0,0,0,none
2,2025-10-02,Social Media,Sleep,180,0,540,1,1,1,1,9,140,24,14,42,32,0,222.0,95,0,96,low,0,0,0,0,0,0,none
2,2025-10-03,Social Media,Sleep,180,0,540,1,1,1,1,4,123,118,0,63,53,90,200.71,96,0,85,low,1,30,0,1,1,1,sleep
2,2025-10-04,Social Media,Sleep,180,0,540,1,1,1,1,18,241,12,32,64,48,97,210.14,85,61,79,high,0,0,1,1,1,2,both
2,2025-10-05,Social Media,Sleep,180,0,540,1,1,1,1,25,327,62,0,60,63,41,228.43,79,147,66,high,0,0,1,1,1,2,both
2,2025-10-06,Social Media,Sleep,180,0,540,1,1,1,1,14,174,44,93,51,39,35,209.57,66,0,96,low,0,0,0,1,1,1,sleep
2,2025-10-07,Social Media,Sleep,180,0,540,1,1,1,1,11,218,54,0,66,65,44,202.0,96,38,83,medium,0,0,1,1,1,2,both
2,2025-10-08,Social Media,Sleep,180,0,540,1,1,1,1,12,131,6,96,74,66,3,193.43,83,0,98,low,0,0,0,0,0,0,none
2,2025-10-09,Social Media,Sleep,180,0,540,1,1,1,1,11,153,20,18,87,60,0,195.29,98,0,91,low,0,0,0,0,0,0,none
2,2025-10-10,Social Media,Sleep,180,0,540,1,1,1,1,16,176,13,118,74,58,22,202.86,91,0,96,low,0,0,0,0,0,0,none
2,2025-10-11,Social Media,Sleep,180,0,540,1,1,1,1,20,281,216,20,50,40,0,208.57,96,101,78,high,1,74,1,0,1,1,limit_warning
2,2025-10-12,Social Media,Sleep,180,0,540,1,1,1,1,18,250,36,9,61,61,161,197.57,78,70,66,high,0,0,1,1,1,2,both
2,2025-10-13,Social Media,Sleep,180,0,540,1,1,1,1,16,182,118,24,63,49,90,198.71,66,2,85,medium,1,30,0,1,1,1,sleep
2,2025-10-14,Social Media,Sleep,180,0,540,1,1,1,1,17,168,61,0,74,35,22,191.57,85,0,91,low,0,0,0,0,0,0,none
2,2025-10-15,Social Media,Sleep,180,0,540,1,1,1,1,14,215,75,0,77,53,0,203.57,91,35,86,medium,0,0,1,0,1,1,limit_warning
2,2025-10-16,Social Media,Sleep,180,0,540,1,1,1,1,13,185,116,0,89,52,0,208.14,86,5,90,medium,1,30,0,0,0,0,none
2,2025-10-17,Social Media,Sleep,180,0,540,1,1,1,1,7,166,20,99,28,22,0,206.71,90,0,100,low,0,0,0,0,0,0,none
2,2025-10-18,Social Media,Sleep,180,0,540,1,1,1,1,9,174,58,10,74,56,0,191.43,100,0,93,low,0,0,0,0,0,0,none
2,2025-10-19,Social Media,Sleep,180,0,540,1,1,1,1,19,271,58,153,73,25,19,194.43,93,91,81,high,0,0,1,0,1,1,limit_warning
2,2025-10-20,Social Media,Sleep,180,0,540,1,1,1,1,5,126,120,0,53,39,3,186.43,81,0,95,low,1,30,0,0,0,0,none
2,2025-10-21,Social Media,Sleep,180,0,540,1,1,1,1,15,226,72,18,85,62,27,194.71,95,46,81,medium,0,0,1,0,1,1,limit_warning
2,2025-10-22,Social Media,Sleep,180,0,540,1,1,1,1,10,152,118,4,97,53,3,185.71,81,0,90,low,1,37,0,0,0,0,none
2,2025-10-23,Social Media,Sleep,180,0,540,1,1,1,1,19,263,131,0,64,46,8,196.86,90,83,79,high,1,30,1,0,1,1,limit_warning
2,2025-10-24,Social Media,Sleep,180,0,540,1,1,1,1,22,298,108,15,121,80,0,215.71,79,118,68,high,0,0,1,0,1,1,limit_warning
2,2025-10-25,Social Media,Sleep,180,0,540,1,1,1,1,12,162,26,96,55,49,9,214.0,68,0,98,low,0,0,0,0,0,0,none
2,2025-10-26,Social Media,Sleep,180,0,540,1,1,1,1,15,221,175,6,64,50,18,206.86,98,41,85,medium,1,60,1,0,1,1,limit_warning
2,2025-10-27,Social Media,Sleep,180,0,540,1,1,1,1,8,148,135,0,83,65,109,210.0,85,0,81,low,1,30,0,1,1,1,sleep
2,2025-10-28,Social Media,Sleep,180,0,540,1,1,1,1,11,208,14,0,38,34,0,207.43,81,28,91,medium,0,0,1,0,1,1,limit_warning
2,2025-10-29,Social Media,Sleep,180,0,540,1,1,1,1,14,190,3,12,86,69,23,212.86,91,10,92,medium,0,0,0,0,0,0,none
2,2025-10-30,Social Media,Sleep,180,0,540,1,1,1,1,20,236,56,14,52,22,95,209.0,92,56,76,medium,0,0,1,1,1,2,both
2,2025-10-31,Social Media,Sleep,180,0,540,1,1,1,1,9,163,62,3,95,49,17,189.71,76,0,88,low,0,0,0,0,0,0,none
2,2025-11-01,Social Media,Sleep,180,0,540,1,1,1,1,22,322,178,68,32,17,3,212.57,88,142,73,high,1,57,1,0,1,1,limit_warning
2,2025-11-02,Social Media,Sleep,180,0,540,1,1,1,1,16,244,135,50,42,39,14,215.86,73,64,84,high,1,33,1,0,1,1,limit_warning
2,2025-11-03,Social Media,Sleep,180,0,540,1,1,1,1,17,266,22,41,97,67,26,232.71,84,86,78,high,0,0,1,0,1,1,limit_warning
2,2025-11-04,Social Media,Sleep,180,0,540,1,1,1,1,19,196,23,0,62,45,105,231.0,78,16,81,medium,0,0,1,1,1,2,both
2,2025-11-05,Social Media,Sleep,180,0,540,1,1,1,1,17,224,131,12,64,49,7,235.86,81,44,86,medium,1,30,1,0,1,1,limit_warning
2,2025-11-06,Social Media,Sleep,180,0,540,1,1,1,1,13,191,43,3,67,51,90,229.43,86,11,82,medium,0,0,0,1,1,1,sleep
2,2025-11-07,Social Media,Sleep,180,0,540,1,1,1,1,12,176,30,109,58,39,23,231.29,82,0,97,low,0,0,0,0,0,0,none
2,2025-11-08,Social Media,Sleep,180,0,540,1,1,1,1,12,139,96,9,90,61,0,205.14,97,0,91,low,1,30,0,0,0,0,none
2,2025-11-09,Social Media,Sleep,180,0,540,1,1,1,1,16,212,45,3,96,70,21,200.57,91,32,83,medium,0,0,1,0,1,1,limit_warning
2,2025-11-10,Social Media,Sleep,180,0,540,1,1,1,1,6,130,13,14,90,82,106,181.14,83,0,85,low,0,0,0,1,1,1,sleep
2,2025-11-11,Social Media,Sleep,180,0,540,1,1,1,1,12,206,59,25,49,38,0,182.57,85,26,91,medium,0,0,1,0,1,1,limit_warning
2,2025-11-12,Social Media,Sleep,180,0,540,1,1,1,1,12,186,17,104,78,54,34,177.14,91,6,93,medium,0,0,0,1,1,1,sleep
2,2025-11-13,Social Media,Sleep,180,0,540,1,1,1,1,14,220,11,70,73,53,12,181.29,93,40,90,medium,0,0,1,0,1,1,limit_warning
2,2025-11-14,Social Media,Sleep,180,0,540,1,1,1,1,14,198,64,3,77,56,108,184.43,90,18,78,medium,0,0,1,1,1,2,both
2,2025-11-15,Social Media,Sleep,180,0,540,1,1,1,1,9,132,20,93,54,45,0,183.43,78,0,100,low,0,0,0,0,0,0,none
2,2025-11-16,Social Media,Sleep,180,0,540,1,1,1,1,5,115,9,0,79,68,0,169.57,100,0,92,low,0,0,0,0,0,0,none
2,2025-11-17,Social Media,Sleep,180,0,540,1,1,1,1,20,286,62,9,71,64,96,191.86,92,106,65,high,0,0,1,1,1,2,both
2,2025-11-18,Social Media,Sleep,180,0,540,1,1,1,1,9,137,26,9,56,37,3,182.0,65,0,94,low,0,0,0,0,0,0,none
2,2025-11-19,Social Media,Sleep,180,0,540,1,1,1,1,18,267,36,60,86,65,127,193.57,94,87,69,high,0,0,1,1,1,2,both
2,2025-11-20,Social Media,Sleep,180,0,540,1,1,1,1,12,193,14,28,108,99,17,189.71,69,13,90,medium,0,0,0,0,0,0,none
2,2025-11-21,Social Media,Sleep,180,0,540,1,1,1,1,18,240,9,3,46,38,17,195.71,90,60,83,medium,0,0,1,0,1,1,limit_warning
2,2025-11-22,Social Media,Sleep,180,0,540,1,1,1,1,9,129,109,9,87,88,3,195.29,83,0,91,low,1,30,0,0,0,0,none
2,2025-11-23,Social Media,Sleep,180,0,540,1,1,1,1,18,217,8,119,63,48,21,209.86,91,37,91,medium,0,0,1,0,1,1,limit_warning
3,2025-09-01,Streaming,Productivity,210,1380,360,1,1,1,1,15,209,15,26,20,24,0,209.0,100,0,100,low,1,40,0,0,0,0,none
3,2025-09-02,Streaming,Productivity,210,1380,360,1,1,1,1,16,193,57,93,51,19,9,201.0,100,0,99,low,0,0,0,0,0,0,none
3,2025-09-03,Streaming,Productivity,210,1380,360,1,1,1,1,16,233,19,49,38,26,19,211.67,99,23,95,medium,1,39,1,0,1,1,limit_warning
3,2025-09-04,Streaming,Productivity,210,1380,360,1,1,1,1,13,194,3,138,36,24,14,207.25,95,0,100,low,0,0,0,0,0,0,none
3,2025-09-05,Streaming,Productivity,210,1380,360,1,1,1,1,13,176,103,33,42,42,13,201.0,100,0,95,low,0,0,0,0,0,0,none
3,2025-09-06,Streaming,Productivity,210,1380,360,1,1,1,1,12,193,13,0,61,30,10,199.67,95,0,93,low,1,80,0,0,0,0,none
3,2025-09-07,Streaming,Productivity,210,1380,360,1,1,1,1,11,181,10,48,53,59,10,197.0,93,0,99,low,1,40,0,0,0,0,none
3,2025-09-08,Streaming,Productivity,210,1380,360,1,1,1,1,11,152,17,28,33,12,12,188.86,99,0,100,low,0,0,0,0,0,0,none
3,2025-09-09,Streaming,Productivity,210,1380,360,1,1,1,1,13,150,93,33,54,42,12,182.71,100,0,94,low,0,0,0,0,0,0,none
3,2025-09-10,Streaming,Productivity,210,1380,360,1,1,1,1,13,183,99,22,63,40,27,175.57,94,0,91,low,0,0,0,0,0,0,none
3,2025-09-11,Streaming,Productivity,210,1380,360,1,1,1,1,11,181,3,10,50,21,0,173.71,91,0,100,low,0,0,0,0,0,0,none
